FLUIDRA,31.65,32.45,31.55,18:01,2021/04/21,12_30
GRIFOLS,23.3,23.55,23.16,19:15,2021/04/21,12_30
IAG,2.278,2.285,2.212,19:15,2021/04/21,12_30
IBERDROLA,11.55,11.57,11.46,19:15,2021/04/21,12_30
INDITEX,32.41,32.41,31.8,19:15,2021/04/21,12_30
INDRA,7.52,8.19,7.41,19:15,2021/04/21,12_30
MAPFRE,1.857,1.863,1.832,19:15,2021/04/21,12_30
MELI� HOTELS,6.688,6.736,6.618,18:01,2021/04/21,12_30
MERLIN PROP,8.898,8.914,8.782,18:01,2021/04/21,12_30
NATURGY,21.58,21.65,21.5,18:01,2021/04/21,12_30
PHARMA MAR,80.9,83.84,80.6,18:01,2021/04/21,12_30
RED EL�CTRICA,16.24,16.345,16.185,19:15,2021/04/21,12_30
REPSOL,10.934,11.05,10.666,19:15,2021/04/21,12_30
SANTANDER,3.369,3.381,3.299,19:15,2021/04/21,12_30
SIEMENS GAMESA,26.3,26.84,26.3,19:15,2021/04/21,12_30
SOLARIA,16.36,16.635,16.265,18:01,2021/04/21,12_30
TELEF�NICA,4.181,4.201,4.132,19:15,2021/04/21,12_30
VISCOFAN,58.75,58.9,58.1,18:01,2021/04/21,12_30
ACERINOX,11.68,11.765,11.63,19:15,2021/04/21,13_30
ACS,25.87,26.08,25.66,19:15,2021/04/21,13_30
AENA,142.35,144.2,141.85,19:15,2021/04/21,13_30
ALMIRALL,14.0,14.07,13.78,18:01,2021/04/21,13_30
AMADEUS IT GROUP,59.92,60.02,58.84,19:15,2021/04/21,13_30
ARCELORMITTAL,25.42,25.755,25.18,18:01,2021/04/21,13_30
BANCO SABADELL,0.652,0.657,0.633,18:01,2021/04/21,13_30
BANKINTER,4.779,4.779,4.697,19:15,2021/04/21,13_30
BBVA,5.121,5.14,5.009,19:15,2021/04/21,13_30
CAIXABANK,2.827,2.835,2.763,18:01,2021/04/21,13_30
CELLNEX TELECOM,48.07,48.52,47.58,19:15,2021/04/21,13_30
CIE AUTOMOTIVE,24.4,24.5,24.2,18:01,2021/04/21,13_30
COLONIAL,8.655,8.725,8.5,18:01,2021/04/21,13_30
ENAGAS,19.1,19.16,19.03,19:15,2021/04/21,13_30
ENDESA,23.09,23.42,23.09,19:15,2021/04/21,13_30
FERROVIAL,24.2,24.35,23.96,19:15,2021/04/21,13_30
FLUIDRA,31.65,32.45,31.55,18:01,2021/04/21,13_30
GRIFOLS,23.3,23.55,23.16,19:15,2021/04/21,13_30
IAG,2.278,2.285,2.212,19:15,2021/04/21,13_30
IBERDROLA,11.55,11.57,11.46,19:15,2021/04/21,13_30
INDITEX,32.41,32.41,31.8,19:15,2021/04/21,13_30
INDRA,7.52,8.19,7.41,19:15,2021/04/21,13_30
MAPFRE,1.857,1.863,1.832,19:15,2021/04/21,13_30
MELI� HOTELS,6.688,6.736,6.618,18:01,2021/04/21,13_30
MERLIN PROP,8.898,8.914,8.782,18:01,2021/04/21,13_30
NATURGY,21.58,21.65,21.5,18:01,2021/04/21,13_30
PHARMA MAR,80.9,83.84,80.6,18:01,2021/04/21,13_30
RED EL�CTRICA,16.24,16.345,16.185,19:15,2021/04/21,13_30
REPSOL,10.934,11.05,10.666,19:15,2021/04/21,13_30
SANTANDER,3.369,3.381,3.299,19:15,2021/04/21,13_30
SIEMENS GAMESA,26.3,26.84,26.3,19:15,2021/04/21,13_30
SOLARIA,16.36,16.635,16.265,18:01,2021/04/21,13_30
TELEF�NICA,4.181,4.201,4.132,19:15,2021/04/21,13_30
VISCOFAN,58.75,58.9,58.1,18:01,2021/04/21,13_30
ACERINOX,11.68,11.765,11.63,19:15,2021/04/21,14_30
ACS,25.87,26.08,25.66,19:15,2021/04/21,14_30
AENA,142.35,144.2,141.85,19:15,2021/04/21,14_30
ALMIRALL,14.0,14.07,13.78,18:01,2021/04/21,14_30
AMADEUS IT GROUP,59.92,60.02,58.84,19:15,2021/04/21,14_30
ARCELORMITTAL,25.42,25.755,25.18,18:01,2021/04/21,14_30
BANCO SABADELL,0.652,0.657,0.633,18:01,2021/04/21,14_30
BANKINTER,4.779,4.779,4.697,19:15,2021/04/21,14_30
BBVA,5.121,5.14,5.009,19:15,2021/04/21,14_30
CAIXABANK,2.827,2.835,2.763,18:01,2021/04/21,14_30
CELLNEX TELECOM,48.07,48.52,47.58,19:15,2021/04/21,14_30
CIE AUTOMOTIVE,24.4,24.5,24.2,18:01,2021/04/21,14_30
COLONIAL,8.655,8.725,8.5,18:01,2021/04/21,14_30
ENAGAS,19.1,19.16,19.03,19:15,2021/04/21,14_30
ENDESA,23.09,23.42,23.09,19:15,2021/04/21,14_30
FERROVIAL,24.2,24.35,23.96,19:15,2021/04/21,14_30
FLUIDRA,31.65,32.45,31.55,18:01,2021/04/21,14_30
GRIFOLS,23.3,23.55,23.16,19:15,2021/04/21,14_30
IAG,2.278,2.285,2.212,19:15,2021/04/21,14_30
IBERDROLA,11.55,11.57,11.46,19:15,2021/04/21,14_30
INDITEX,32.41,32.41,31.8,19:15,2021/04/21,14_30
INDRA,7.52,8.19,7.41,19:15,2021/04/21,14_30
MAPFRE,1.857,1.863,1.832,19:15,2021/04/21,14_30
MELI� HOTELS,6.688,6.736,6.618,18:01,2021/04/21,14_30
MERLIN PROP,8.898,8.914,8.782,18:01,2021/04/21,14_30
NATURGY,21.58,21.65,21.5,18:01,2021/04/21,14_30
PHARMA MAR,80.9,83.84,80.6,18:01,2021/04/21,14_30
RED EL�CTRICA,16.24,16.345,16.185,19:15,2021/04/21,14_30
REPSOL,10.934,11.05,10.666,19:15,2021/04/21,14_30
SANTANDER,3.369,3.381,3.299,19:15,2021/04/21,14_30
SIEMENS GAMESA,26.3,26.84,26.3,19:15,2021/04/21,14_30
SOLARIA,16.36,16.635,16.265,18:01,2021/04/21,14_30
TELEF�NICA,4.181,4.201,4.132,19:15,2021/04/21,14_30
VISCOFAN,58.75,58.9,58.1,18:01,2021/04/21,14_30
ACERINOX,11.68,11.765,11.63,19:15,2021/04/21,15_30
ACS,25.87,26.08,25.66,19:15,2021/04/21,15_30
AENA,142.35,144.2,141.85,19:15,2021/04/21,15_30
ALMIRALL,14.0,14.07,13.78,18:01,2021/04/21,15_30
AMADEUS IT GROUP,59.92,60.02,58.84,19:15,2021/04/21,15_30
ARCELORMITTAL,25.42,25.755,25.18,18:01,2021/04/21,15_30
BANCO SABADELL,0.652,0.657,0.633,18:01,2021/04/21,15_30
BANKINTER,4.779,4.779,4.697,19:15,2021/04/21,15_30
BBVA,5.121,5.14,5.009,19:15,2021/04/21,15_30
CAIXABANK,2.827,2.835,2.763,18:01,2021/04/21,15_30
CELLNEX TELECOM,48.07,48.52,47.58,19:15,2021/04/21,15_30
CIE AUTOMOTIVE,24.4,24.5,24.2,18:01,2021/04/21,15_30
COLONIAL,8.655,8.725,8.5,18:01,2021/04/21,15_30
ENAGAS,19.1,19.16,19.03,19:15,2021/04/21,15_30
ENDESA,23.09,23.42,23.09,19:15,2021/04/21,15_30
FERROVIAL,24.2,24.35,23.96,19:15,2021/04/21,15_30
FLUIDRA,31.65,32.45,31.55,18:01,2021/04/21,15_30
GRIFOLS,23.3,23.55,23.16,19:15,2021/04/21,15_30
IAG,2.278,2.285,2.212,19:15,2021/04/21,15_30
IBERDROLA,11.55,11.57,11.46,19:15,2021/04/21,15_30
INDITEX,32.41,32.41,31.8,19:15,2021/04/21,15_30
INDRA,7.52,8.19,7.41,19:15,2021/04/21,15_30
MAPFRE,1.857,1.863,1.832,19:15,2021/04/21,15_30
MELI� HOTELS,6.688,6.736,6.618,18:01,2021/04/21,15_30
MERLIN PROP,8.898,8.914,8.782,18:01,2021/04/21,15_30
NATURGY,21.58,21.65,21.5,18:01,2021/04/21,15_30
PHARMA MAR,80.9,83.84,80.6,18:01,2021/04/21,15_30
RED EL�CTRICA,16.24,16.345,16.185,19:15,2021/04/21,15_30
REPSOL,10.934,11.05,10.666,19:15,2021/04/21,15_30
SANTANDER,3.369,3.381,3.299,19:15,2021/04/21,15_30
SIEMENS GAMESA,26.3,26.84,26.3,19:15,2021/04/21,15_30
SOLARIA,16.36,16.635,16.265,18:01,2021/04/21,15_30
TELEF�NICA,4.181,4.201,4.132,19:15,2021/04/21,15_30
VISCOFAN,58.75,58.9,58.1,18:01,2021/04/21,15_30
ACERINOX,11.68,11.765,11.63,19:15,2021/04/21,16_30
ACS,25.87,26.08,25.66,19:15,2021/04/21,16_30
AENA,142.35,144.2,141.85,19:15,2021/04/21,16_30
ALMIRALL,14.0,14.07,13.78,18:01,2021/04/21,16_30
AMADEUS IT GROUP,59.92,60.02,58.84,19:15,2021/04/21,16_30
ARCELORMITTAL,25.42,25.755,25.18,18:01,2021/04/21,16_30
BANCO SABADELL,0.652,0.657,0.633,18:01,2021/04/21,16_30
BANKINTER,4.779,4.779,4.697,19:15,2021/04/21,16_30
BBVA,5.121,5.14,5.009,19:15,2021/04/21,16_30
CAIXABANK,2.827,2.835,2.763,18:01,2021/04/21,16_30
CELLNEX TELECOM,48.07,48.52,47.58,19:15,2021/04/21,16_30
CIE AUTOMOTIVE,24.4,24.5,24.2,18:01,2021/04/21,16_30
COLONIAL,8.655,8.725,8.5,18:01,2021/04/21,16_30
ENAGAS,19.1,19.16,19.03,19:15,2021/04/21,16_30
ENDESA,23.09,23.42,23.09,19:15,2021/04/21,16_30
FERROVIAL,24.2,24.35,23.96,19:15,2021/04/21,16_30
FLUIDRA,31.65,32.45,31.55,18:01,2021/04/21,16_30
GRIFOLS,23.3,23.55,23.16,19:15,2021/04/21,16_30
IAG,2.278,2.285,2.212,19:15,2021/04/21,16_30
IBERDROLA,11.55,11.57,11.46,19:15,2021/04/21,16_30
INDITEX,32.41,32.41,31.8,19:15,2021/04/21,16_30
INDRA,7.52,8.19,7.41,19:15,2021/04/21,16_30
MAPFRE,1.857,1.863,1.832,19:15,2021/04/21,16_30
MELI� HOTELS,6.688,6.736,6.618,18:01,2021/04/21,16_30
MERLIN PROP,8.898,8.914,8.782,18:01,2021/04/21,16_30
NATURGY,21.58,21.65,21.5,18:01,2021/04/21,16_30
PHARMA MAR,80.9,83.84,80.6,18:01,2021/04/21,16_30
RED EL�CTRICA,16.24,16.345,16.185,19:15,2021/04/21,16_30
REPSOL,10.934,11.05,10.666,19:15,2021/04/21,16_30
SANTANDER,3.369,3.381,3.299,19:15,2021/04/21,16_30
SIEMENS GAMESA,26.3,26.84,26.3,19:15,2021/04/21,16_30
SOLARIA,16.36,16.635,16.265,18:01,2021/04/21,16_30
TELEF�NICA,4.181,4.201,4.132,19:15,2021/04/21,16_30
VISCOFAN,58.75,58.9,58.1,18:01,2021/04/21,16_30
ACERINOX,11.68,11.765,11.63,19:15,2021/04/21,17_30
ACS,25.87,26.08,25.66,19:15,2021/04/21,17_30
AENA,142.35,144.2,141.85,19:15,2021/04/21,17_30
ALMIRALL,14.0,14.07,13.78,18:01,2021/04/21,17_30
AMADEUS IT GROUP,59.92,60.02,58.84,19:15,2021/04/21,17_30
ARCELORMITTAL,25.42,25.755,25.18,18:01,2021/04/21,17_30
BANCO SABADELL,0.652,0.657,0.633,18:01,2021/04/21,17_30
BANKINTER,4.779,4.779,4.697,19:15,2021/04/21,17_30
BBVA,5.121,5.14,5.009,19:15,2021/04/21,17_30
CAIXABANK,2.827,2.835,2.763,18:01,2021/04/21,17_30
CELLNEX TELECOM,48.07,48.52,47.58,19:15,2021/04/21,17_30
CIE AUTOMOTIVE,24.4,24.5,24.2,18:01,2021/04/21,17_30
COLONIAL,8.655,8.725,8.5,18:01,2021/04/21,17_30
ENAGAS,19.1,19.16,19.03,19:15,2021/04/21,17_30
ENDESA,23.09,23.42,23.09,19:15,2021/04/21,17_30
FERROVIAL,24.2,24.35,23.96,19:15,2021/04/21,17_30
FLUIDRA,31.65,32.45,31.55,18:01,2021/04/21,17_30
GRIFOLS,23.3,23.55,23.16,19:15,2021/04/21,17_30
IAG,2.278,2.285,2.212,19:15,2021/04/21,17_30
IBERDROLA,11.55,11.57,11.46,19:15,2021/04/21,17_30
INDITEX,32.41,32.41,31.8,19:15,2021/04/21,17_30
INDRA,7.52,8.19,7.41,19:15,2021/04/21,17_30
MAPFRE,1.857,1.863,1.832,19:15,2021/04/21,17_30
MELI� HOTELS,6.688,6.736,6.618,18:01,2021/04/21,17_30
MERLIN PROP,8.898,8.914,8.782,18:01,2021/04/21,17_30
NATURGY,21.58,21.65,21.5,18:01,2021/04/21,17_30
PHARMA MAR,80.9,83.84,80.6,18:01,2021/04/21,17_30
RED EL�CTRICA,16.24,16.345,16.185,19:15,2021/04/21,17_30
REPSOL,10.934,11.05,10.666,19:15,2021/04/21,17_30
SANTANDER,3.369,3.381,3.299,19:15,2021/04/21,17_30
SIEMENS GAMESA,26.3,26.84,26.3,19:15,2021/04/21,17_30
SOLARIA,16.36,16.635,16.265,18:01,2021/04/21,17_30
TELEF�NICA,4.181,4.201,4.132,19:15,2021/04/21,17_30
VISCOFAN,58.75,58.9,58.1,18:01,2021/04/21,17_30
ACERINOX,11.68,11.765,11.63,19:15,2021/04/21,18_30
ACS,25.87,26.08,25.66,19:15,2021/04/21,18_30
AENA,142.35,144.2,141.85,19:15,2021/04/21,18_30
ALMIRALL,14.0,14.07,13.78,18:01,2021/04/21,18_30
AMADEUS IT GROUP,59.92,60.02,58.84,19:15,2021/04/21,18_30
ARCELORMITTAL,25.42,25.755,25.18,18:01,2021/04/21,18_30
BANCO SABADELL,0.652,0.657,0.633,18:01,2021/04/21,18_30
BANKINTER,4.779,4.779,4.697,19:15,2021/04/21,18_30
BBVA,5.121,5.14,5.009,19:15,2021/04/21,18_30
CAIXABANK,2.827,2.835,2.763,18:01,2021/04/21,18_30
CELLNEX TELECOM,48.07,48.52,47.58,19:15,2021/04/21,18_30
CIE AUTOMOTIVE,24.4,24.5,24.2,18:01,2021/04/21,18_30
COLONIAL,8.655,8.725,8.5,18:01,2021/04/21,18_30
ENAGAS,19.1,19.16,19.03,19:15,2021/04/21,18_30
ENDESA,23.09,23.42,23.09,19:15,2021/04/21,18_30
FERROVIAL,24.2,24.35,23.96,19:15,2021/04/21,18_30
FLUIDRA,31.65,32.45,31.55,18:01,2021/04/21,18_30
GRIFOLS,23.3,23.55,23.16,19:15,2021/04/21,18_30
IAG,2.278,2.285,2.212,19:15,2021/04/21,18_30
IBERDROLA,11.55,11.57,11.46,19:15,2021/04/21,18_30
INDITEX,32.41,32.41,31.8,19:15,2021/04/21,18_30
INDRA,7.52,8.19,7.41,19:15,2021/04/21,18_30
MAPFRE,1.857,1.863,1.832,19:15,2021/04/21,18_30
MELI� HOTELS,6.688,6.736,6.618,18:01,2021/04/21,18_30
MERLIN PROP,8.898,8.914,8.782,18:01,2021/04/21,18_30
NATURGY,21.58,21.65,21.5,18:01,2021/04/21,18_30
PHARMA MAR,80.9,83.84,80.6,18:01,2021/04/21,18_30
RED EL�CTRICA,16.24,16.345,16.185,19:15,2021/04/21,18_30
REPSOL,10.934,11.05,10.666,19:15,2021/04/21,18_30
SANTANDER,3.369,3.381,3.299,19:15,2021/04/21,18_30
SIEMENS GAMESA,26.3,26.84,26.3,19:15,2021/04/21,18_30
SOLARIA,16.36,16.635,16.265,18:01,2021/04/21,18_30
TELEF�NICA,4.181,4.201,4.132,19:15,2021/04/21,18_30
VISCOFAN,58.75,58.9,58.1,18:01,2021/04/21,18_30
